"AMA INA","Basin","Subbasin","YEAR","Owner or BMP Operator","Right Number","Right Type","Well Id","CADASTRAL","AF Pumped","Movement Type","Water Type","LAT_DEGREES","LAT_MINUTES","LAT_SECONDS","LONG_DEGREES","LONG_MINUTES","LONG_SECONDS","PROGRAM"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2019","LHOIST NORTH AMERICA","60-203044.0000","NON-IRRIGATION USE","085520","D-24-26 05CCB","1.395","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PINAL AMA","PINAL AMA","ELOY","2019","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","085622","D-08-07 11ADD","150.15","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2019","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","085665","D-06-03 34AAA","1805.38","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2019","STOTZ DAIRY","59-219101.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","085683","B-01-04 18AAC","23.52","WITHDRAWAL","GROUNDWATER","33","25","56.4","112","41","47.8","59"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","PIMA COUNTY PARKS & RECREATION","58-100379.0004","TYPE 2 NON-IRRIGATION GFR","085744","D-12-13 19ADA","32","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","ARNOLD ANGLIN DAIRY","58-104295.0002","TYPE 2 NON-IRRIGATION GFR","085994","D-02-07 14AB","4.21","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","CITY OF TUCSON/TUCSON WATER","74-560621.0005","RECOVERY WELL PERMITS","086158","D-12-12 21ADB","4.87","RECOVERED","CAP WATER RECOVERED","32","22","33","111","7","4","74"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2019","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","086247","D-05-03 12CDD","2197.73","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"SANTA CRUZ AMA","SANTA CRUZ AMA","SANTA CRUZ AMA","2019","TRUE RESOURCES, LLC","58-103495.0003","IRRIGATION USE","086314","D-21-13 17ACC","24.614","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","QUEEN CREEK WATER DEPARTMENT","56-002032.0001","LARGE MUNICIPAL PROVIDER MNPCCP","086441","D-02-08 32DDD","1758.73","WITHDRAWAL","GROUNDWATER","33","12","35","111","32","78","56"
"PINAL AMA","PINAL AMA","ELOY","2019","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","086602","D-08-06 26DBB","656.89","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2019","PAUL & PAULA WHITE","60-203212.0006","IRRIGATION USE","086643","D-18-26 28ACD","290","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PINAL AMA","PINAL AMA","ELOY","2019","MARATHON FARMING CO.","88-000089.0000","BEST MANAGEMENT PRACTICES FARM UNIT","086727","D-06-07 19BDD","742","WITHDRAWAL","GROUNDWATER","","","","","","","88"
"NOT WITHIN ANY AMA OR INA","TONTO CREEK","TONTO CREEK","2019","PAYSON WATER CO","91-000148.0000","SMALL COMMUNITY WATER SYSTEM","086809","A-08-10 05CDB","12.31","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PINAL AMA","PINAL AMA","ELOY","2019","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","086830","D-07-06 34DCC","666.96","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2019","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","086835","D-08-08 12DAD","572.16","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2019","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","087194","D-08-06 26DDA","806.65","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2019","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","087212","D-06-04 16DDD","2371.48","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2019","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","087213","D-09-08 36ADD","1080.32","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2019","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","087270","D-06-04 18DBB","600.73","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"NOT WITHIN ANY AMA OR INA","LITTLE COLORADO RIVER PLATEAU","LITTLE COLORADO RIVER PLATEAU","2019","OJO BONITO WATER IMPROVEMNT DS","91-000016.0000","SMALL COMMUNITY WATER SYSTEM","087611","A-10-25 19DDD","1.75","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","087614","A-04-04 33CCC","107.8","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2019","PIMA COUNTY REGIONAL WASTEWATER","58-109395.0003","TYPE 2 NON-IRRIGATION GFR","087618","D-12-11 02BAA","0.691","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"NOT WITHIN ANY AMA OR INA","LITTLE COLORADO RIVER PLATEAU","LITTLE COLORADO RIVER PLATEAU","2019","CEDAR GROVE WATER CO","91-000018.0000","SMALL COMMUNITY WATER SYSTEM","087623","A-10-24 09DDC","207.318","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","DESERT HILLS WATER COMPANY","56-002169.0000","LARGE MUNICIPAL PROVIDER MNPCCP","087697","A-05-03 04CDC","18.6","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"NOT WITHIN ANY AMA OR INA","AGUA FRIA","AGUA FRIA","2019","COSANTI FOUNDATION","91-000692.0000","SMALL COMMUNITY WATER SYSTEM","087770","A-11-02 12DDB","12.232","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","DEL LAGO GOLF COURSE","74-591933.0001","RECOVERY WELL PERMITS","087816","D-16-16 10BCB","207.22","RECOVERED","IN-LIEU WATER  (CAP)","32","3","31.93","110","42","14.8","74"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","CITY OF TUCSON/TUCSON WATER","74-560621.0005","RECOVERY WELL PERMITS","200032","D-12-13 31AAB","67.72","RECOVERED","CAP WATER RECOVERED","32","21","2","111","3","0","74"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2019","WESLEY J. BOHLENDER","60-203576.0002","IRRIGATION USE","200257","D-19-26 17DCC","868.99","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"NOT WITHIN ANY AMA OR INA","UPPER SAN PEDRO","SIERRA VISTA","2019","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","200402","D-23-21 08CBB","16.441","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","PIMA COUNTY PARKS & RECREATION","58-100381.0006","TYPE 2 NON-IRRIGATION GFR","200410","D-13-16 20CDC","13.9","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","FREEPORT-MCMORAN SIERRITA INC","58-113558.0008","TYPE 2 MINERAL EXTRACT GFR","200554","D-18-13 21CBC","283","WITHDRAWAL","GROUNDWATER","31","50","43","111","1","40","58"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","200558","B-04-01 32AAA","249.96","WITHDRAWAL","GROUNDWATER","33","39","10","112","22","41","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF AVONDALE","74-553424.0013","RECOVERY WELL PERMITS","200566","B-01-01 02ACA","1589.56","RECOVERED","SALT/VERDE  WATER RECOVERED","33","27","41","112","19","41","74"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","THE PECANS OF QUEEN CREEK LLC","58-112445.0005","TYPE 2 NON-IRRIGATION GFR","201054","D-02-07 28ADD","273.91","WITHDRAWAL","GROUNDWATER","33","13","37.6","111","38","5.6","58"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","FARMERS WATER COMPANY","56-000080.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201058","D-17-14 28BCB","46.1","WITHDRAWAL","GROUNDWATER","31","55","26","110","55","30","56"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2019","COTTONWOOD, CITY OF","91-000659.0000","LARGE COMMUNITY WATER SYSTEM","201188","A-15-03 15DCD","70.7","WITHDRAWAL","GROUNDWATER","34","41","32","112","0","52","91"
"PINAL AMA","PINAL AMA","ELOY","2019","CALPORTLAND","59-201419.0003","MINERAL EXTRACTION","201420","D-05-08 03DDA","54.21","WITHDRAWAL","GROUNDWATER","33","1","10.6","111","30","29.6","59"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","TOWN OF ORO VALLEY WATER UTILITY","74-570180.0007","RECOVERY WELL PERMITS","201425","D-12-14 05BAC","303.49","RECOVERED","IN-LIEU WATER  (CAP)","32","25","15","110","56","24","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","ARIZONA WATER COMPANY - WHITE TANKS","74-224731.0002","RECOVERY WELL PERMITS","201426","B-01-02 09BAC","174.44","RECOVERED","IN-LIEU WATER  (CAP)","33","26","52.2","112","28","18.5","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","ARIZONA WATER CO.-WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201426","B-01-02 09BAC","294.7","WITHDRAWAL","GROUNDWATER","33","26","52.2","112","28","18.5","56"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2019","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","201427","B-04-04 23DAB","498.48","WITHDRAWAL","GROUNDWATER","33","40","24.4","112","37","48.4","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","JOHNSON UTILITIES - PHOENIX","56-002346.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201429","D-03-07 12ABB","1220.9","WITHDRAWAL","GROUNDWATER","33","11","26.7","111","35","26.2","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","JOHNSON UTILITIES - PHOENIX","74-216385.0001","RECOVERY WELL PERMITS","201429","D-03-07 12ABB","413.5","RECOVERED","EFFLUENT RECOVERED INSIDE AOI","33","11","26.7","111","35","26.2","74"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2019","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","201430","D-14-11 08CDD","1196.92","RECOVERED","CAP WATER RECOVERED","32","13","11","111","14","38","74"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2019","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","201725","B-02-04 30ADB","190.8","WITHDRAWAL","GROUNDWATER","33","29","22.7","112","41","50.5","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","ARCADIA WATER COMPANY","57-002501.0000","IRRIGATION DISTRICT (SW & GW)","201729","A-02-04 22DAA","698.07","WITHDRAWAL","GROUNDWATER","33","30","2","111","55","40","57"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF AVONDALE","74-553424.0013","RECOVERY WELL PERMITS","201730","A-02-01 30DDA","406.17","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","44.5","112","17","24.23","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","201730","A-02-01 30DDA","406.19","WITHDRAWAL","GROUNDWATER","33","28","44.5","112","17","24.23","57"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","FREEPORT-MCMORAN SIERRITA INC","58-113558.0008","TYPE 2 MINERAL EXTRACT GFR","201732","D-18-13 28CBC","651","WITHDRAWAL","GROUNDWATER","32","49","52","111","1","40","58"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","CITY OF CHANDLER","56-002009.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201735","D-02-06 31ADA","409.3","WITHDRAWAL","GROUNDWATER","33","12","55.8","111","46","23.8","56"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2019","SIEBE HAMSTRA SUBTRUST A- HAMSTRA FAMILY LIVING TRUST","58-104067.0030","IRRIGATION USE","201736","D-06-04 15DDD","962","WITHDRAWAL","GROUNDWATER","32","53","39","111","55","6","58"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","ARIZONA BOARD OF REGENTS","56-000268.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201737","D-14-14 07ADB","111.53","WITHDRAWAL","GROUNDWATER","32","13","51","110","56","47","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","201740","B-01-03 28AAB","177.49","WITHDRAWAL","GROUNDWATER","33","24","22.4","112","33","31.7","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202092","B-03-02 02BDA","143.76","WITHDRAWAL","GROUNDWATER","33","38","1","112","26","10.9","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202096","B-04-02 25ACB","1148.37","WITHDRAWAL","GROUNDWATER","33","39","50","112","24","59","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","202099","A-02-04 11AAD","6.82","WITHDRAWAL","GROUNDWATER","33","32","7","111","54","30","57"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2019","TOWN OF CLARKDALE","91-000617.0000","LARGE COMMUNITY WATER SYSTEM","202370","A-16-03 20CCC","230","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2019","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202384","B-15-01 33DDA","192.24","WITHDRAWAL","GROUNDWATER","34","37","53.7","112","21","32.3","56"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2019","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202388","B-15-01 27CBB","672.33","WITHDRAWAL","GROUNDWATER","34","39","2.1","112","21","30.8","56"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2019","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202390","B-15-01 27BBB","679.36","WITHDRAWAL","GROUNDWATER","34","39","28.3","112","21","31","56"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2019","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202392","B-15-01 35BCB","292.48","WITHDRAWAL","GROUNDWATER","34","38","20","112","20","27","56"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","DESERT SPRINGS DOMESTIC WATER IMPROVEMENT DISTRICT","56-000388.0000","SMALL MUNICIPAL PROVIDER","202397","D-10-14 12CCC","1","WITHDRAWAL","GROUNDWATER","32","34","16","110","51","41","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","202398","A-02-04 30ACC","3.29","WITHDRAWAL","GROUNDWATER","33","29","18.4","111","59","9.76","57"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","202399","B-01-03 28DDA","729.47","WITHDRAWAL","GROUNDWATER","33","23","39.4","112","33","24.6","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","202400","B-01-03 31ACA","0.44","WITHDRAWAL","GROUNDWATER","33","23","16.5","112","35","45.2","56"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2019","CACTUS WASTE SYSTEMS LLC","59-202401.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","202402","D-07-10 33BDA","22.419","WITHDRAWAL","GROUNDWATER","32","46","21.4","111","19","12.9","59"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF AVONDALE","56-002003.0000","LARGE MUNICIPAL PROVIDER","202404","B-02-01 36DBB","49.14","WITHDRAWAL","GROUNDWATER","33","28","15.9","112","18","47.3","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF AVONDALE","74-553424.0013","RECOVERY WELL PERMITS","202404","B-02-01 36DBB","1237.97","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","15.9","112","18","47.3","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","BEARDSLEY WATER COMPANY","56-002159.0000","SMALL MUNICIPAL PROVIDER","202408","B-05-03 29AAD","1.05","WITHDRAWAL","GROUNDWATER","33","45","","112","35","","56"
"SANTA CRUZ AMA","SANTA CRUZ AMA","SANTA CRUZ AMA","2019","CALPORTLAND COMPANY","59-226114.0000","MINERAL EXTRACTION","202410","D-22-13 33ACD","50.548","WITHDRAWAL","GROUNDWATER","31","28","18.7","111","0","56.1","59"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2019","FOREST HIGHLANDS WATER CO","91-000104.0000","SMALL COMMUNITY WATER SYSTEM","202755","A-20-06 24BBB","135.234","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","WILLCOX","WILLCOX","2019","WINCHESTER WATER CO. LLC","91-000074.0000","SMALL COMMUNITY WATER SYSTEM","202781","D-12-24 08BDC","27.006","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","PARKER","LA POSA PLAINS","2019","Q MOUNTAIN WATER CO","91-000753.0000","SMALL COMMUNITY WATER SYSTEM","202875","B-03-19 18BCB","30.72","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2019","CITY OF TUCSON/TUCSON WATER","74-560621.0005","RECOVERY WELL PERMITS","202883","D-16-15 23DDD","240.16","RECOVERED","CAP WATER RECOVERED","32","1","12","110","46","34","74"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","CITY OF CHANDLER","74-548263.0007","RECOVERY WELL PERMITS","202884","D-02-06 29DCB","238.45","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","13","22.1","111","45","44.7","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","ERNEST M. LINSENMEYER","58-113079.0021","IRRIGATION USE","202889","B-01-02 20CDD","1133.74","WITHDRAWAL","GROUNDWATER","33","24","26","112","29","16","58"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2019","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","202892","D-14-11 06ABD","890.82","RECOVERED","CAP WATER RECOVERED","32","14","42","110","15","26","74"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2019","AZ BD OF REGENTS UNIV OF AZ","58-150066.0002","TYPE 1 GFR","203197","D-04-04 17CAA","11.651","WITHDRAWAL","GROUNDWATER","33","4","0.41","111","58","0.2","58"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2019","UTILITY SOURCE LLC","91-000107.0000","SMALL COMMUNITY WATER SYSTEM","203241","A-22-05 36CCC","76.85","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","REXCO LLC","58-106649.0011","TYPE 1 GFR","203247","B-01-03 25CAD","297.61","WITHDRAWAL","GROUNDWATER","33","24","44.3","112","30","47.7","58"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","203264","A-03-01 14DDD","12.26","WITHDRAWAL","GROUNDWATER","33","25","45.513","112","13","10.956","57"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","ARIZONA WATER COMPANY - WHITE TANKS","74-224731.0002","RECOVERY WELL PERMITS","203266","B-01-02 08ACC","243.04","RECOVERED","IN-LIEU WATER  (CAP)","32","26","38.9","112","29","15","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","ARIZONA WATER CO.-WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","203266","B-01-02 08ACC","329.72","WITHDRAWAL","GROUNDWATER","32","26","38.9","112","29","15","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF PEORIA","74-572707.0013","RECOVERY WELL PERMITS","203268","B-05-01 35DAD","597.77","RECOVERED","CAP WATER RECOVERED","33","43","52","112","19","33","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF PEORIA","74-572707.0013","RECOVERY WELL PERMITS","203269","B-04-01 02ABB","223.07","RECOVERED","CAP WATER RECOVERED","33","43","29.1","112","19","54.8","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2019","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","203650","B-01-03 28CBA","0.01","WITHDRAWAL","GROUNDWATER","33","23","57.2","112","34","12.8","56"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2019","TOWN OF MARANA","74-211278.0001","RECOVERY WELL PERMITS","203658","D-11-11 22BBB","587.92","RECOVERED","IN-LIEU WATER  (CAP)","32","28","4","111","12","57","74"
"NOT WITHIN ANY AMA OR INA","UPPER SAN PEDRO","SIERRA VISTA","2019","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","203881","D-23-21 20ADB","24.249","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2019","TOWN OF GILBERT","74-586724.0011","RECOVERY WELL PERMITS","203923","D-02-06 01DAA","153.25","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","16","59","111","41","12.1","74"
"NOT WITHIN ANY AMA OR INA","UPPER SAN PEDRO","SIERRA VISTA","2019","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","204088","D-23-21 34BAA","43.547","WITHDRAWAL","GROUNDWATER","","","","","","","91"
