"AMA INA","Basin","Subbasin","YEAR","Owner or BMP Operator","Right Number","Right Type","Well Id","CADASTRAL","AF Pumped","Movement Type","Water Type","LAT_DEGREES","LAT_MINUTES","LAT_SECONDS","LONG_DEGREES","LONG_MINUTES","LONG_SECONDS","PROGRAM"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2020","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","086247","D-05-03 12CDD","2357.14","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"SANTA CRUZ AMA","SANTA CRUZ AMA","SANTA CRUZ AMA","2020","TRUE RESOURCES, LLC","58-103495.0003","IRRIGATION USE","086314","D-21-13 17ACC","27.687","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","QUEEN CREEK WATER DEPARTMENT","56-002032.0001","LARGE MUNICIPAL PROVIDER MNPCCP","086441","D-02-08 32DDD","181.93","WITHDRAWAL","GROUNDWATER","33","12","35","111","32","78","56"
"PINAL AMA","PINAL AMA","ELOY","2020","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","086602","D-08-06 26DBB","637.72","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2020","PAUL & PAULA WHITE","60-203212.0006","IRRIGATION USE","086643","D-18-26 28ACD","240","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"NOT WITHIN ANY AMA OR INA","TONTO CREEK","TONTO CREEK","2020","PAYSON WATER CO","91-000148.0000","SMALL COMMUNITY WATER SYSTEM","086809","A-08-10 05CDB","14.96","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PINAL AMA","PINAL AMA","ELOY","2020","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","086830","D-07-06 34DCC","909.13","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2020","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","086835","D-08-08 12DAD","590.41","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","ARIZONA DEPT. OF CORRECTIONS - TUCSON","56-000362.0000","LARGE MUNICIPAL PROVIDER","086902","D-16-14 01DAD","773","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2020","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","086952","D-05-03 21DDC","360.25","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2020","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","087194","D-08-06 26DDA","726.75","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2020","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","087212","D-06-04 16DDD","2545.39","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2020","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","087213","D-09-08 36ADD","1411.23","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2020","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","087270","D-06-04 18DBB","682.21","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","OVCC, LLC","58-101530.0003","TYPE 2 NON-IRRIGATION GFR","087589","D-12-13 13BCA","573.39","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"NOT WITHIN ANY AMA OR INA","LITTLE COLORADO RIVER PLATEAU","LITTLE COLORADO RIVER PLATEAU","2020","OJO BONITO WATER IMPROVEMNT DS","91-000016.0000","SMALL COMMUNITY WATER SYSTEM","087611","A-10-25 19DDD","1.71","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","087614","A-04-04 33CCC","32.99","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2020","PIMA COUNTY REGIONAL WASTEWATER","58-109395.0003","TYPE 2 NON-IRRIGATION GFR","087618","D-12-11 02BAA","1.487","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"NOT WITHIN ANY AMA OR INA","LITTLE COLORADO RIVER PLATEAU","LITTLE COLORADO RIVER PLATEAU","2020","CEDAR GROVE WATER CO","91-000018.0000","SMALL COMMUNITY WATER SYSTEM","087623","A-10-24 09DDC","32.58","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","DESERT HILLS WATER COMPANY","56-002169.0000","LARGE MUNICIPAL PROVIDER MNPCCP","087697","A-05-03 04CDC","8.79","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"NOT WITHIN ANY AMA OR INA","AGUA FRIA","AGUA FRIA","2020","COSANTI FOUNDATION","91-000692.0000","SMALL COMMUNITY WATER SYSTEM","087770","A-11-02 12DDB","14.783","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","DEL LAGO GOLF COURSE","74-591933.0001","RECOVERY WELL PERMITS","087816","D-16-16 10BCB","471.12","RECOVERED","IN-LIEU WATER  (CAP)","32","3","31.93","110","42","14.8","74"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","VAIL WATER COMPANY","74-583016.0004","RECOVERY WELL PERMITS","087817","D-16-16 10DCB","2.22","RECOVERED","IN-LIEU WATER  (CAP)","32","3","2.3","110","41","46.6","74"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","","74-560621.0007","RECOVERY WELL PERMITS","200032","D-12-13 31AAB","197.03","RECOVERED","CAP WATER RECOVERED","32","21","2","111","3","0","74"
"NOT WITHIN ANY AMA OR INA","UPPER SAN PEDRO","SIERRA VISTA","2020","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","200402","D-23-21 08CBB","20.816","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","PIMA COUNTY PARKS & RECREATION","58-100381.0006","TYPE 2 NON-IRRIGATION GFR","200410","D-13-16 20CDC","45.5","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","FREEPORT-MCMORAN SIERRITA INC","58-113558.0008","TYPE 2 MINERAL EXTRACT GFR","200554","D-18-13 21CBC","269","WITHDRAWAL","GROUNDWATER","31","50","43","111","1","40","58"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","200558","B-04-01 32AAA","844.27","WITHDRAWAL","GROUNDWATER","33","39","10","112","22","41","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","TOWN OF GILBERT","56-002017.0000","LARGE MUNICIPAL PROVIDER MNPCCP","200559","D-02-06 14AAA","0.3","WITHDRAWAL","GROUNDWATER","33","15","43.2","111","42","13","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","CITY OF AVONDALE","74-553424.0013","RECOVERY WELL PERMITS","200566","B-01-01 02ACA","2022.67","RECOVERED","SALT/VERDE  WATER RECOVERED","33","27","41","112","19","41","74"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2020","CROSS CREEK RANCH COMMUNITY ASSOCIATION","91-000889.0000","SMALL COMMUNITY WATER SYSTEM","200896","A-17-05 33ACB","29.5","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","THE PECANS OF QUEEN CREEK LLC","58-112445.0005","TYPE 2 NON-IRRIGATION GFR","201054","D-02-07 28ADD","273.88","WITHDRAWAL","GROUNDWATER","33","13","37.6","111","38","5.6","58"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","FARMERS WATER COMPANY","56-000080.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201058","D-17-14 28BCB","54.24","WITHDRAWAL","GROUNDWATER","31","55","26","110","55","30","56"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2020","","74-560621.0007","RECOVERY WELL PERMITS","201059","D-11-11 31CCB","187.62","RECOVERED","CAP WATER RECOVERED","32","25","39.7","111","16","10.4","74"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2020","WOODSET PARTNERS INVESTMENTS, LLC, MOORE ROAD PECANS, LLC, AND BASILA FAMILY TRUST & PAUL BASILA","60-203477.0011","IRRIGATION USE","201394","D-19-26 19DBC","33","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2020","WOODSET PARTNERS INVESTMENTS, LLC, MOORE ROAD PECANS, LLC, AND BASILA FAMILY TRUST & PAUL BASILA","60-203320.0002","IRRIGATION USE","201394","D-19-26 19DBC","61.27","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","TOWN OF ORO VALLEY WATER UTILITY","74-570180.0007","RECOVERY WELL PERMITS","201425","D-12-14 05BAC","355.69","RECOVERED","IN-LIEU WATER  (CAP)","32","25","15","110","56","24","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","ARIZONA WATER CO- WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201426","B-01-02 09BAC","281.06","WITHDRAWAL","GROUNDWATER","33","26","52.2","112","28","18.5","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","ARIZONA WATER COMPANY - WHITE TANKS","74-224731.0002","RECOVERY WELL PERMITS","201426","B-01-02 09BAC","210","RECOVERED","IN-LIEU WATER  (CAP)","33","26","52.2","112","28","18.5","74"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2020","CITY OF BUCKEYE","91-000816.0000","LARGE COMMUNITY WATER SYSTEM","201427","B-04-04 23DAB","426.71","WITHDRAWAL","GROUNDWATER","33","40","24.4","112","37","48.4","91"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2020","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","201427","B-04-04 23DAB","426.71","WITHDRAWAL","GROUNDWATER","33","40","24.4","112","37","48.4","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","EPCOR- SAN TAN","56-002346.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201429","D-03-07 12ABB","512.89","WITHDRAWAL","GROUNDWATER","33","11","26.7","111","35","26.2","56"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2020","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","201430","D-14-11 08CDD","757.54","RECOVERED","CAP WATER RECOVERED","32","13","11","111","14","38","74"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2020","CITY OF BUCKEYE","91-000278.0000","LARGE COMMUNITY WATER SYSTEM","201725","B-02-04 30ADB","203.75","WITHDRAWAL","GROUNDWATER","33","29","22.7","112","41","50.5","91"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2020","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","201725","B-02-04 30ADB","203.75","WITHDRAWAL","GROUNDWATER","33","29","22.7","112","41","50.5","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","ARCADIA WATER COMPANY","57-002501.0000","IRRIGATION DISTRICT (SW & GW)","201729","A-02-04 22DAA","454.44","WITHDRAWAL","GROUNDWATER","33","30","2","111","55","40","57"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","CITY OF AVONDALE","74-553424.0013","RECOVERY WELL PERMITS","201730","A-02-01 30DDA","377.87","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","44.5","112","17","24.23","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","201730","A-02-01 30DDA","377.88","WITHDRAWAL","GROUNDWATER","33","28","44.5","112","17","24.23","57"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","FREEPORT-MCMORAN SIERRITA INC","58-113558.0008","TYPE 2 MINERAL EXTRACT GFR","201732","D-18-13 28CBC","322","WITHDRAWAL","GROUNDWATER","32","49","52","111","1","40","58"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","CITY OF CHANDLER","56-002009.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201735","D-02-06 31ADA","365.62","WITHDRAWAL","GROUNDWATER","33","12","55.8","111","46","23.8","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","CITY OF CHANDLER","74-548263.0007","RECOVERY WELL PERMITS","201735","D-02-06 31ADA","47.06","RECOVERED","SPILL WATER RECOVERED","33","12","55.8","111","46","23.8","74"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","CITY OF CHANDLER","74-548263.0007","RECOVERY WELL PERMITS","201735","D-02-06 31ADA","40.04","RECOVERED","SALT/VERDE  WATER RECOVERED","33","12","55.8","111","46","23.8","74"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2020","SIEBE HAMSTRA SUBTRUST A- HAMSTRA FAMILY LIVING TRUST","58-104067.0030","IRRIGATION USE","201736","D-06-04 15DDD","1067.19","WITHDRAWAL","GROUNDWATER","32","53","39","111","55","6","58"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","ARIZONA BOARD OF REGENTS","56-000268.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201737","D-14-14 07ADB","64.71","WITHDRAWAL","GROUNDWATER","32","13","51","110","56","47","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","201740","B-01-03 28AAB","326.82","WITHDRAWAL","GROUNDWATER","33","24","22.4","112","33","31.7","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202092","B-03-02 02BDA","127.39","WITHDRAWAL","GROUNDWATER","33","38","1","112","26","10.9","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202096","B-04-02 25ACB","721.41","WITHDRAWAL","GROUNDWATER","33","39","50","112","24","59","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","202099","A-02-04 11AAD","0.46","WITHDRAWAL","GROUNDWATER","33","32","7","111","54","30","57"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2020","TOWN OF CLARKDALE","91-000617.0000","LARGE COMMUNITY WATER SYSTEM","202370","A-16-03 20CCC","246.63","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2020","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202384","B-15-01 33DDA","490.4","WITHDRAWAL","GROUNDWATER","34","37","53.7","112","21","32.3","56"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2020","TOWN OF PRESCOTT VALLEY","74-211283.0001","RECOVERY WELL PERMITS","202384","B-15-01 33DDA","7.3","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","34","37","53.7","112","21","32.3","74"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2020","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202388","B-15-01 27CBB","363.07","WITHDRAWAL","GROUNDWATER","34","39","2.1","112","21","30.8","56"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2020","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202390","B-15-01 27BBB","354.73","WITHDRAWAL","GROUNDWATER","34","39","28.3","112","21","31","56"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2020","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202392","B-15-01 35BCB","181.49","WITHDRAWAL","GROUNDWATER","34","38","20","112","20","27","56"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","DESERT SPRINGS DOMESTIC WATER IMPROVEMENT DISTRICT","56-000388.0000","SMALL MUNICIPAL PROVIDER","202397","D-10-14 12CCC","1.67","WITHDRAWAL","GROUNDWATER","32","34","16","110","51","41","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","202398","A-02-04 30ACC","0.25","WITHDRAWAL","GROUNDWATER","33","29","18.4","111","59","9.76","57"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","202399","B-01-03 28DDA","612.98","WITHDRAWAL","GROUNDWATER","33","23","39.4","112","33","24.6","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","202400","B-01-03 31ACA","0.32","WITHDRAWAL","GROUNDWATER","33","23","16.5","112","35","45.2","56"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2020","CACTUS WASTE SYSTEMS LLC","59-202401.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","202402","D-07-10 33BDA","26.152","WITHDRAWAL","GROUNDWATER","32","46","21.4","111","19","12.9","59"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","CITY OF AVONDALE","56-002003.0000","LARGE MUNICIPAL PROVIDER","202404","B-02-01 36DBB","413.06","WITHDRAWAL","GROUNDWATER","33","28","15.9","112","18","47.3","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","CITY OF AVONDALE","74-553424.0013","RECOVERY WELL PERMITS","202404","B-02-01 36DBB","831.72","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","15.9","112","18","47.3","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","BEARDSLEY WATER COMPANY","56-002159.0000","SMALL MUNICIPAL PROVIDER","202408","B-05-03 29AAD","14.26","WITHDRAWAL","GROUNDWATER","33","45","","112","35","","56"
"SANTA CRUZ AMA","SANTA CRUZ AMA","SANTA CRUZ AMA","2020","CALPORTLAND COMPANY","59-226114.0000","MINERAL EXTRACTION","202410","D-22-13 33ACD","71.673","WITHDRAWAL","GROUNDWATER","31","28","18.7","111","0","56.1","59"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2020","FOREST HIGHLANDS WATER CO","91-000104.0000","SMALL COMMUNITY WATER SYSTEM","202755","A-20-06 24BBB","200.52","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","PARKER","LA POSA PLAINS","2020","Q MOUNTAIN WATER CO","91-000753.0000","SMALL COMMUNITY WATER SYSTEM","202875","B-03-19 18BCB","33.09","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2020","","74-560621.0007","RECOVERY WELL PERMITS","202883","D-16-15 23DDD","45.56","RECOVERED","CAP WATER RECOVERED","32","1","12","110","46","34","74"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2020","CITY OF CHANDLER","74-548263.0007","RECOVERY WELL PERMITS","202884","D-02-06 29DCB","366.31","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","13","22.1","111","45","44.7","74"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2020","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","202892","D-14-11 06ABD","966.57","RECOVERED","CAP WATER RECOVERED","32","14","42","110","15","26","74"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2020","AZ BD OF REGENTS UNIV OF AZ","58-150066.0002","TYPE 1 GFR","203197","D-04-04 17CAA","10.192","WITHDRAWAL","GROUNDWATER","33","4","0.41","111","58","0.2","58"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2020","UTILITY SOURCE LLC","91-000107.0000","SMALL COMMUNITY WATER SYSTEM","203241","A-22-05 36CCC","79.844","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","203264","A-03-01 14DDD","0.33","WITHDRAWAL","GROUNDWATER","33","25","45.513","112","13","10.956","57"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","ARIZONA WATER CO- WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","203266","B-01-02 08ACC","321.81","WITHDRAWAL","GROUNDWATER","32","26","38.9","112","29","15","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","ARIZONA WATER COMPANY - WHITE TANKS","74-224731.0002","RECOVERY WELL PERMITS","203266","B-01-02 08ACC","241","RECOVERED","IN-LIEU WATER  (CAP)","32","26","38.9","112","29","15","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","CITY OF PEORIA","74-572707.0013","RECOVERY WELL PERMITS","203268","B-05-01 35DAD","165.94","RECOVERED","CAP WATER RECOVERED","33","43","52","112","19","33","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2020","CITY OF PEORIA","74-572707.0013","RECOVERY WELL PERMITS","203269","B-04-01 02ABB","560.73","RECOVERED","CAP WATER RECOVERED","33","43","29.1","112","19","54.8","74"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2020","TOWN OF MARANA","74-211278.0001","RECOVERY WELL PERMITS","203658","D-11-11 22BBB","684.26","RECOVERED","IN-LIEU WATER  (CAP)","32","28","4","111","12","57","74"
"NOT WITHIN ANY AMA OR INA","UPPER SAN PEDRO","SIERRA VISTA","2020","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","203881","D-23-21 20ADB","26.879","WITHDRAWAL","GROUNDWATER","","","","","","","91"
